GEOID,year,candidatevotes,totalvotes,voteshare
48329,2004,8005,44834,17.854753089173396
48329,2008,9691,46216,20.968928509607064
48329,2012,8286,44597,18.57972509361616
48329,2016,10025,49212,20.371047711940175
48329,2020,12329,58859,20.94666915849743
48329,2024,20124,117616,17.109917018092776
48331,2000,3429,8269,41.46813399443705
48331,2004,3445,8783,39.22349994307184
48331,2008,3044,8357,36.424554265884886
48331,2012,2636,8230,32.02916160388821
48331,2016,2051,8664,23.672668513388732
48331,2020,2496,10578,23.596142938173568
48331,2024,4136,22196,18.633988105965038
48333,2000,548,2314,23.681936041486605
48333,2004,416,2231,18.64634692962797
48333,2008,398,2177,18.282039503904457
48333,2012,279,2201,12.676056338028168
48333,2016,243,2245,10.824053452115812
48333,2020,271,2505,10.818363273453095
48333,2024,570,5484,10.393873085339168
48335,2000,837,2574,32.51748251748251
48335,2004,639,2558,24.980453479280687
48335,2008,586,2431,24.105306458247636
48335,2012,538,2316,23.229706390328154
48335,2016,354,2196,16.120218579234972
48335,2020,397,2579,15.393563396665375
48335,2024,615,5026,12.236370871468365
48337,2000,2256,7330,30.777626193724423
48337,2004,1946,7897,24.642269216158034
48337,2008,1597,7950,20.08805031446541
48337,2012,1116,7751,14.3981421752032
48337,2016,885,8604,10.285913528591353
48337,2020,1097,9819,11.172217130053976
48337,2024,2163,22202,9.742365552652913
48339,2000,23286,106213,21.923869959421165
48339,2004,28628,133988,21.36609248589426
48339,2008,36703,157847,23.252263267594568
48339,2012,32920,173113,19.016480564717845
48339,2016,45835,204632,22.398745064310567
48339,2020,74377,271543,27.39050537115669
48339,2024,147859,614516,24.061049671611478
48341,2000,1040,5290,19.659735349716446
48341,2004,1009,5628,17.928216062544422
48341,2008,1123,5437,20.65477285267611
48341,2012,964,4985,19.338014042126378
48341,2016,1098,5284,20.779712339137017
48341,2020,1062,5508,19.28104575163399
48341,2024,1373,10724,12.803058560238718
48343,2000,2455,4889,50.21476784618532
48343,2004,2437,5278,46.17279272451687
48343,2008,2055,5248,39.1577743902439
48343,2012,1858,5139,36.15489394823896
48343,2016,1425,4973,28.65473557208928
48343,2020,1669,5587,29.872919276892784
48343,2024,2190,10868,20.1509017298491
48345,2000,118,642,18.38006230529595
48345,2004,113,684,16.52046783625731
48345,2008,67,594,11.27946127946128
48345,2012,55,600,9.166666666666666
48345,2016,40,615,6.504065040650407
48345,2020,46,652,7.05521472392638
48345,2024,61,1300,4.6923076923076925
48347,2000,6204,19799,31.33491590484368
48347,2004,7152,21466,33.31780490077332
48347,2008,8393,23391,35.88132187593519
48347,2012,6465,20653,31.30295840797947
48347,2016,6846,22622,30.26257625320484
48347,2020,9000,26785,33.600896023893974
48347,2024,13611,50972,26.702895707447226
48349,2000,5366,13890,38.632109431245496
48349,2004,5259,16034,32.799052014469254
48349,2008,5400,16321,33.08620795294406
48349,2012,4350,15364,28.31293933871388
48349,2016,4002,16433,24.353435160956614
48349,2020,5101,19123,26.674684934372223
48349,2024,7852,39662,19.79728707579043
48351,2000,2503,4990,50.16032064128256
48351,2004,2513,5700,44.08771929824562
48351,2008,1751,5260,33.28897338403042
48351,2012,1677,5869,28.573862668256943
48351,2016,1156,5534,20.889049512106975
48351,2020,1173,6094,19.248441089596323
48351,2024,1471,11498,12.79352930944512
48353,2000,1874,5312,35.278614457831324
48353,2004,1541,5289,29.13594252221592
48353,2008,1521,5063,30.041477384949633
48353,2012,1216,4575,26.579234972677597
48353,2016,1029,4857,21.18591723285979
48353,2020,1162,5357,21.69124509986933
48353,2024,1656,10230,16.187683284457478
48355,2000,45349,97326,46.594948934508764
48355,2004,44439,104560,42.50095638867636
48355,2008,47912,101230,47.32984293193717
48355,2012,45772,96104,47.62757013235661
48355,2016,49198,104405,47.12226425937455
48355,2020,60925,127322,47.851117638742714
48355,2024,96031,243356,39.46111869031378
48357,2000,251,2962,8.474004051316678
48357,2004,251,3177,7.9005350960025185
48357,2008,243,3109,7.816018012222579
48357,2012,253,2993,8.45305713331106
48357,2016,274,3002,9.127248500999334
48357,2020,302,3156,9.569074778200253
48357,2024,451,6020,7.4916943521594686
48359,2000,108,774,13.953488372093023
48359,2004,108,843,12.811387900355871
48359,2008,102,920,11.08695652173913
48359,2012,71,869,8.170310701956272
48359,2016,78,948,8.227848101265822
48359,2020,81,1009,8.02775024777007
48359,2024,109,1948,5.595482546201231
48361,2000,11887,29654,40.08565454913334
48361,2004,11476,31908,35.965901968158455
48361,2008,7646,29406,26.00149629327348
48361,2012,6800,30518,22.281931974572384
48361,2016,5735,32000,17.921875
48361,2020,6357,35994,17.661276879479914
48361,2024,10600,72676,14.585282624250095
48363,2000,3263,9118,35.78635665716166
48363,2004,2816,10014,28.12063111643699
48363,2008,2499,9890,25.26794742163802
48363,2012,1811,9337,19.39595159044661
48363,2016,1708,10270,16.630963972736122
48363,2020,2178,12489,17.439346625030026
48363,2024,3765,26672,14.115926814637072
48365,2000,3011,9074,33.182719858937624
48365,2004,2958,10007,29.55930848406116
48365,2008,2586,10216,25.313234142521534
48365,2012,2211,10230,21.612903225806452
48365,2016,1835,10416,17.617127496159753
48365,2020,2057,11451,17.963496637848223
48365,2024,3106,22878,13.576361570067313
48367,2000,8878,33225,26.72084273890143
48367,2004,8966,40957,21.891251800668996
48367,2008,10502,47951,21.901524472899418
48367,2012,7853,47694,16.46538348639242
48367,2016,8344,56817,14.685745463505642
48367,2020,13017,76128,17.098833543505677
48367,2024,27118,181680,14.926243945398504
48369,2000,447,2744,16.29008746355685
48369,2004,389,2773,14.028128380815003
48369,2008,719,3713,19.364395367627253
48369,2012,529,2554,20.71260767423649
48369,2016,485,2466,19.667477696674776
48369,2020,488,2650,18.41509433962264
48369,2024,526,5008,10.503194888178914
48371,2000,1539,4303,35.76574482918894
48371,2004,1242,4428,28.04878048780488
48371,2008,1476,4010,36.80798004987531
48371,2012,1591,4150,38.33734939759036
48371,2016,1554,4185,37.132616487455195
48371,2020,1382,4668,29.605826906598114
48371,2024,2014,8466,23.789274746042995
48373,2000,6877,18994,36.206170369590396
48373,2004,6964,20846,33.40688861172407
48373,2008,6230,20149,30.919648617797407
48373,2012,4859,19134,25.394585554510297
48373,2016,4187,19852,21.09107394720935
48373,2020,5387,24186,22.273215910030597
48373,2024,8980,48584,18.4834513420056
48375,2000,7242,25376,28.53877679697352
48375,2004,7489,29056,25.774366740088105
48375,2008,8939,30013,29.783760370506112
48375,2012,7126,26450,26.9413988657845
48375,2016,7657,28651,26.725070678161323
48375,2020,9921,33337,29.75972643009269
48375,2024,15302,64242,23.819308240714797
48377,2000,1064,1757,60.55776892430279
48377,2004,1159,1890,61.32275132275132
48377,2008,1252,1757,71.25782583949915
48377,2012,1282,1817,70.55586130985141
48377,2016,1458,2208,66.03260869565217
48377,2020,1463,2217,65.99007668019846
48377,2024,2300,3988,57.673019057171516
48379,2000,1225,3333,36.75367536753675
48379,2004,1213,4229,28.68290375975408
48379,2008,1048,4236,24.740321057601513
48379,2012,761,4087,18.620014680694887
48379,2016,628,4701,13.358859817060202
48379,2020,842,6053,13.91045762431852
48379,2024,1559,13112,11.88987187309335
48381,2000,7209,41790,17.2505384063173
48381,2004,7849,48587,16.1545269310721
48381,2008,9468,51832,18.26670782528168
48381,2012,7574,49696,15.240663232453317
48381,2016,8367,54305,15.407421047785656
48381,2020,12802,64674,19.794662460958033
48381,2024,23522,133802,17.57970732873948
48383,2000,282,1255,22.470119521912352
48383,2004,184,1143,16.097987751531058
48383,2008,197,994,19.81891348088531
48383,2012,158,843,18.74258600237248
48383,2016,167,904,18.47345132743363
48383,2020,172,1124,15.302491103202847
48383,2024,234,1898,12.32876712328767
48385,2000,316,1490,21.20805369127517
48385,2004,325,1645,19.756838905775076
48385,2008,375,1628,23.034398034398034
48385,2012,277,1535,18.04560260586319
48385,2016,262,1681,15.585960737656157
48385,2020,320,1982,16.145307769929364
48385,2024,575,3916,14.68335035750766
48387,2000,2219,5202,42.656670511341794
48387,2004,2097,5490,38.196721311475414
48387,2008,1539,5052,30.463182897862236
48387,2012,1482,5074,29.20772566022862
48387,2016,1149,5161,22.263127300910675
48387,2020,1246,5806,21.460558043403378
48387,2024,1889,11592,16.295721187025535
48389,2000,1872,3176,58.94206549118388
48389,2004,1600,3395,47.1281296023564
48389,2008,1606,3077,52.19369515762106
48389,2012,1655,2877,57.52519986096628
48389,2016,1659,3184,52.10427135678392
48389,2020,1395,3689,37.81512605042017
48389,2024,1913,6878,27.813317824949113
48391,2000,1172,2921,40.123245463882235
48391,2004,1232,3455,35.65846599131694
48391,2008,1382,3261,42.37963814780742
48391,2012,998,2677,37.28053791557714
48391,2016,1034,2948,35.07462686567165
48391,2020,1108,3366,32.91740938799762
48391,2024,1479,6150,24.048780487804876
48393,2000,72,549,13.114754098360656
48393,2004,46,507,9.072978303747535
48393,2008,41,518,7.915057915057915
48393,2012,33,508,6.496062992125983
48393,2016,20,554,3.6101083032490973
48393,2020,17,550,3.090909090909091
48393,2024,37,1144,3.234265734265734
48395,2000,3283,6369,51.546553619092485
48395,2004,2979,6795,43.841059602649004
48395,2008,2675,6710,39.865871833084945
48395,2012,2798,7287,38.397145601756556
48395,2016,2203,7035,31.31485429992893
48395,2020,2374,8099,29.312260772934927
48395,2024,3312,16316,20.29909291493013
48397,2000,3642,17652,20.63222297756628
48397,2004,5320,25581,20.796685039677886
48397,2008,8492,32066,26.48287906193476
48397,2012,8120,35678,22.75912326924155
48397,2016,9655,39948,24.16891959547412
48397,2020,16412,53891,30.454064686125697
48397,2024,33518,124538,26.9138736771106
48399,2000,969,4046,23.949579831932773
48399,2004,792,4049,19.56038528031613
48399,2008,720,3867,18.619084561675717
48399,2012,519,3668,14.149400218102508
48399,2016,453,3782,11.97778952934955
48399,2020,552,4409,12.519845770015877
48399,2024,723,8112,8.912721893491124
48401,2000,4841,16633,29.104791679191965
48401,2004,4899,18344,26.706279982555603
48401,2008,4983,18722,26.615746180963573
48401,2012,4451,18546,23.99978432006902
48401,2016,3935,18994,20.717068547962512
48401,2020,4629,21377,21.654114234925387
48401,2024,7411,43412,17.071316686630425
48403,2000,1753,4591,38.18340230886517
48403,2004,1476,4639,31.817201983186035
48403,2008,1077,4874,22.096840377513335
48403,2012,807,4578,17.627785058977718
48403,2016,614,4651,13.201462051171792
48403,2020,669,5491,12.183573119650337
48403,2024,990,11162,8.869378247625875
48405,2000,1636,3805,42.99605781865966
48405,2004,1506,3757,40.08517434122971
48405,2008,1328,3715,35.74697173620457
48405,2012,1193,3690,32.330623306233065
48405,2016,910,3569,25.497338189969177
48405,2020,980,4002,24.48775612193903
48405,2024,1396,7494,18.628235922070992
48407,2000,2946,7714,38.190303344568314
48407,2004,2688,8125,33.08307692307692
48407,2008,2721,8958,30.37508372404555
48407,2012,2410,9616,25.062396006655575
48407,2016,2038,10343,19.704147732766124
48407,2020,2337,12640,18.488924050632914
48407,2024,3751,25578,14.664946438345453
48409,2000,7840,18699,41.927375795497085
48409,2004,7764,21320,36.41651031894934
48409,2008,8854,21396,41.38156664797158
48409,2012,7856,20078,39.12740312780157
48409,2016,7871,21656,36.345585519024745
48409,2020,8988,25891,34.71476574871577
48409,2024,14075,51158,27.512803471597795
48411,2000,618,2333,26.489498499785686
48411,2004,529,2431,21.760592348827643
48411,2008,487,2457,19.820919820919823
48411,2012,323,2259,14.298362107127046
48411,2016,293,2357,12.431056427662282
48411,2020,287,2602,11.029976940814757
48411,2024,468,5418,8.637873754152823
48413,2000,338,1173,28.815004262574597
48413,2004,312,1329,23.47629796839729
48413,2008,324,1304,24.846625766871167
48413,2012,221,1017,21.730580137659782
48413,2016,208,1059,19.64117091595845
48413,2020,211,1159,18.2053494391717
48413,2024,327,2216,14.756317689530684
48415,2000,1193,5326,22.39954938039805
48415,2004,981,5572,17.60588657573582
48415,2008,1088,5569,19.536721134853654
48415,2012,838,5027,16.66998209667794
48415,2016,733,5289,13.858952543013803
48415,2020,818,5870,13.935264054514478
48415,2024,1260,11442,11.012060828526483
48417,2000,264,1347,19.599109131403118
48417,2004,229,1527,14.996725605762935
48417,2008,208,1505,13.820598006644518
48417,2012,131,1363,9.611151870873075
48417,2016,103,1504,6.848404255319148
48417,2020,130,1628,7.985257985257984
48417,2024,252,3456,7.291666666666667
48419,2000,3227,9005,35.83564686285397
48419,2004,2951,9279,31.802996012501346
48419,2008,2548,9220,27.635574837310195
48419,2012,2322,9284,25.010771219302026
48419,2016,1758,9086,19.348448162007482
48419,2020,2068,10087,20.50163576881134
48419,2024,2877,19896,14.460193003618818
48421,2000,144,1163,12.381771281169389
48421,2004,124,1066,11.632270168855536
48421,2008,127,1020,12.450980392156863
48421,2012,121,1038,11.657032755298651
48421,2016,96,935,10.267379679144385
48421,2020,91,992,9.173387096774194
48421,2024,95,1746,5.441008018327606
48423,2000,16470,60624,27.167458432304038
48423,2004,19970,73664,27.109578627280627
48423,2008,23726,79561,29.82114352509395
48423,2012,21456,79601,26.95443524578837
48423,2016,22300,84768,26.307097017742542
48423,2020,29615,100089,29.588666087182407
48423,2024,50030,207758,24.080901818461864
48425,2000,752,2918,25.77107607950651
48425,2004,831,3551,23.401858631371443
48425,2008,799,3533,22.615341069912258
48425,2012,613,3538,17.326172979084227
48425,2016,541,3897,13.882473697716192
48425,2020,768,4947,15.524560339599757
48425,2024,1362,10588,12.86361919153759
48427,2000,6505,8464,76.85491493383742
48427,2004,7199,9781,73.60188119824149
48427,2008,8274,9792,84.49754901960785
48427,2012,10260,11883,86.34183287048725
48427,2016,9289,11740,79.12265758091993
48427,2020,9123,17525,52.057061340941516
48427,2024,12014,32842,36.58120699104805
48429,2000,811,3291,24.642965663931935
48429,2004,703,3519,19.977266268826373
48429,2008,626,3526,17.75382870107771
48429,2012,475,3412,13.92145369284877
48429,2016,348,3461,10.054897428488877
48429,2020,397,3800,10.447368421052632
48429,2024,662,7522,8.800850837543205
48431,2000,132,659,20.030349013657055
48431,2004,71,615,11.544715447154472
48431,2008,97,619,15.670436187399032
48431,2012,31,494,6.275303643724696
48431,2016,70,633,11.058451816745656
48431,2020,51,639,7.981220657276995
48431,2024,69,1258,5.484896661367249
48433,2000,294,799,36.79599499374218
48433,2004,250,752,33.244680851063826
48433,2008,206,735,28.027210884353742
48433,2012,160,675,23.703703703703706
48433,2016,135,701,19.258202567760343
48433,2020,116,736,15.760869565217392
48433,2024,183,1432,12.779329608938546
48435,2000,468,1540,30.38961038961039
48435,2004,280,1453,19.270474879559533
48435,2008,381,1578,24.14448669201521
48435,2012,369,1489,24.78173270651444
48435,2016,313,1416,22.1045197740113
48435,2020,322,1557,20.68079640333976
48435,2024,396,2800,14.142857142857142
48437,2000,856,2501,34.226309476209515
48437,2004,626,2120,29.528301886792452
48437,2008,813,2535,32.07100591715976
48437,2012,579,2270,25.506607929515418
48437,2016,462,2204,20.961887477313976
48437,2020,478,2355,20.29723991507431
48437,2024,663,4530,14.635761589403973
48439,2000,173758,472389,36.78282093782878
48439,2004,207286,560141,37.00603955075597
48439,2008,274880,628553,43.73219123924315
48439,2012,253071,610890,41.426607081471296
48439,2016,288392,668514,43.1392611074712
48439,2020,411567,834697,49.307353446819626
48439,2024,692730,1646624,42.06971354723361
48441,2000,10504,43020,24.416550441655044
48441,2004,10648,48099,22.13767437992474
48441,2008,12690,47439,26.75014228799089
48441,2012,9750,43263,22.536578600651826
48441,2016,10085,45759,22.039380231211346
48441,2020,14588,55135,26.458692300716425
48441,2024,24419,110834,22.032047927531263
48443,2000,219,477,45.911949685534594
48443,2004,159,469,33.90191897654584
48443,2008,186,519,35.83815028901734
48443,2012,184,555,33.153153153153156
48443,2016,140,438,31.963470319634702
48443,2020,119,458,25.982532751091703
48443,2024,167,810,20.617283950617285
48445,2000,1108,4054,27.3310310804144
48445,2004,794,3970,20
48445,2008,1379,4280,32.219626168224295
48445,2012,1059,3709,28.552170396333242
48445,2016,753,3355,22.444113263785397
48445,2020,757,3612,20.957918050941306
48445,2024,990,6840,14.473684210526317
48447,2000,228,842,27.078384798099762
48447,2004,202,863,23.406720741599074
48447,2008,166,838,19.809069212410503
48447,2012,109,813,13.407134071340712
48447,2016,84,808,10.396039603960396
48447,2020,82,894,9.172259507829978
48447,2024,113,1800,6.277777777777778
48449,2000,3008,8103,37.122053560409725
48449,2004,3173,8907,35.62366677893791
48449,2008,3145,9245,34.018388318009734
48449,2012,2648,8854,29.907386491981026
48449,2016,2597,9419,27.571929079520118
48449,2020,2856,10541,27.094203585997533
48449,2024,3890,20428,19.04249069904053
48451,2000,9288,34626,26.82377404262693
48451,2004,9007,37417,24.071945906940694
48451,2008,11158,38861,28.71259102956692
48451,2012,9294,36720,25.310457516339866
48451,2016,9173,38479,23.838977104394605
48451,2020,12239,45210,27.071444370714442
48451,2024,20797,90920,22.873955125384953
48453,2000,125526,301263,41.66658368269585
48453,2004,197235,352113,56.014688466486604
48453,2008,254017,397714,63.86926283711411
48453,2012,232788,387057,60.143079701439326
48453,2016,308260,468720,65.7663423792456
48453,2020,435860,608575,71.6197674896274
48453,2024,740017,1162552,63.65452900171347
48455,2000,2142,5297,40.43798376439494
48455,2004,2204,6213,35.47400611620795
48455,2008,1925,6077,31.676814217541548
48455,2012,1614,6235,25.88612670408982
48455,2016,1154,5985,19.281537176274018
48455,2020,1323,6938,19.068895935428078
48455,2024,2060,14748,13.967995660428533
48457,2000,2775,7116,38.99662731871838
48457,2004,2659,7745,34.33182698515171
48457,2008,2166,7910,27.383059418457652
48457,2012,1668,7654,21.792526783381238
48457,2016,1248,8016,15.568862275449103
48457,2020,1403,9660,14.523809523809526
48457,2024,2136,19156,11.150553351430363
48459,2000,4180,12808,32.63585259212992
48459,2004,4225,14526,29.085777227041167
48459,2008,3790,15164,24.993405433922447
48459,2012,2971,15138,19.62610648698639
48459,2016,2380,16013,14.862923874352088
48459,2020,2877,18892,15.228668219352107
48459,2024,4915,39774,12.357318851511037
48461,2000,266,1273,20.8955223880597
48461,2004,185,1197,15.455304928989138
48461,2008,288,1197,24.06015037593985
48461,2012,333,1300,25.615384615384617
48461,2016,286,1347,21.232368225686713
48461,2020,170,1368,12.426900584795321
48461,2024,266,2606,10.207214121258634
48463,2000,3436,8420,40.80760095011877
48463,2004,3298,8483,38.877755511022045
48463,2008,4126,8766,47.068218115446044
48463,2012,3825,8435,45.34676941315946
48463,2016,3867,8964,43.1392235609103
48463,2020,4073,10344,39.375483372003096
48463,2024,5689,19544,29.108677855096193
48465,2000,5056,11474,44.06484225204811
48465,2004,4757,11795,40.33064857990674
48465,2008,6982,12820,54.46177847113884
48465,2012,6285,12081,52.023839086168365
48465,2016,6964,13617,51.141954909304545
48465,2020,6771,15280,44.31282722513089
48465,2024,9430,29176,32.3210858239649
48467,2000,5245,17891,29.31641607512157
48467,2004,4822,19856,24.28485092667204
48467,2008,4505,20395,22.08874724197107
48467,2012,3084,19100,16.14659685863874
48467,2016,2799,21890,12.7866605756053
48467,2020,3516,26029,13.508010296208075
48467,2024,5520,55900,9.874776386404294
48469,2000,8176,27408,29.830706363105662
48469,2004,8553,29602,28.893318019052767
48469,2008,9832,29931,32.848885770605726
48469,2012,8802,28853,30.50635982393512
48469,2016,8866,31123,28.486971050348618
48469,2020,10380,34188,30.36153036153036
48469,2024,17461,70630,24.721789607815374
48471,2000,4943,14374,34.38847919855294
48471,2004,5977,17822,33.537201211985185
48471,2008,7334,19146,38.305651310978796
48471,2012,6252,18685,33.45999464811346
48471,2016,6091,19796,30.768842190341484
48471,2020,7884,23612,33.3898017956971
48471,2024,13247,50350,26.309831181727905
48473,2000,5046,10858,46.47264689629766
48473,2004,6145,13881,44.2691448742886
48473,2008,7153,15508,46.12458086149084
48473,2012,6514,15902,40.96340083008427
48473,2016,5748,16784,34.24690181124881
48473,2020,8191,22734,36.02973519838128
48473,2024,17757,55122,32.2139980407097
48475,2000,1256,3874,32.421270005162626
48475,2004,901,3768,23.911889596602972
48475,2008,899,3602,24.95835646862854
48475,2012,841,3245,25.916795069337446
48475,2016,783,3445,22.728592162554424
48475,2020,764,4060,18.817733990147783
48475,2024,1007,7530,13.373173970783533
48477,2000,2996,11809,25.370480142264373
48477,2004,3389,13063,25.94350455484957
48477,2008,4034,14377,28.05870487584336
48477,2012,3381,14397,23.484059178995626
48477,2016,3382,14828,22.808200701375775
48477,2020,4261,17427,24.450565214896425
48477,2024,7283,36434,19.98957018169841
48479,2000,18120,31571,57.39444426847423
48479,2004,23654,41556,56.920781595918754
48479,2008,33452,46821,71.44657311889964
48479,2012,37597,49110,76.55670942781511
48479,2016,42307,56905,74.34671821456814
48479,2020,41820,68397,61.143032589148646
48479,2024,54904,131730,41.67919228725423
48481,2000,4838,13426,36.03455980932519
48481,2004,4702,14039,33.4924139896004
48481,2008,4937,14418,34.24191982244417
48481,2012,4235,14087,30.06317881734933
48481,2016,4238,14732,28.767309258756445
48481,2020,4694,16761,28.00548893264125
48481,2024,7030,32906,21.363885005774023
48483,2000,579,2389,24.23608204269569
48483,2004,420,2394,17.543859649122805
48483,2008,314,2245,13.98663697104677
48483,2012,232,2128,10.902255639097744
48483,2016,194,2306,8.412836079791846
48483,2020,168,2337,7.188703465982028
48483,2024,279,4548,6.134564643799472
48485,2000,14108,42713,33.02975674853089
48485,2004,12819,45545,28.145789878142498
48485,2008,13868,45982,30.159627680396678
48485,2012,10525,41018,25.659466575649713
48485,2016,8770,38119,23.006899446470264
48485,2020,13161,46040,28.58601216333623
48485,2024,21800,89060,24.477880080844375
48487,2000,1356,4577,29.626392833733888
48487,2004,1284,4990,25.731462925851705
48487,2008,1196,4509,26.524728321135505
48487,2012,971,3980,24.396984924623116
48487,2016,809,4105,19.707673568818514
48487,2020,956,4524,21.131741821396993
48487,2024,1479,8934,16.554734721289456
48489,2000,3218,5062,63.57171078625049
48489,2004,2734,4962,55.098750503829095
48489,2008,3409,4903,69.52885988170507
48489,2012,3600,5064,71.09004739336493
48489,2016,3422,5095,67.1638861629048
48489,2020,3108,5549,56.010091908451976
48489,2024,4392,11126,39.47510336149559
48491,2000,26591,95935,27.717725543336634
48491,2004,43117,128198,33.63313000202811
48491,2008,67691,158403,42.73340782687197
48491,2012,61875,163271,37.89711583808515
48491,2016,84468,203081,41.59325589296882
48491,2020,143795,289555,49.660686225414864
48491,2024,274807,616938,44.543698070146434
48493,2000,3997,11698,34.16823388613438
48493,2004,4409,14885,29.620423244877394
48493,2008,5362,16366,32.76304533789563
48493,2012,4821,17205,28.020924149956407
48493,2016,4790,19432,24.65006175380815
48493,2020,6350,25013,25.386798864590414
48493,2024,11340,54550,20.78826764436297
48495,2000,556,2043,27.2148800783162
48495,2004,391,2002,19.53046953046953
48495,2008,477,2032,23.474409448818896
48495,2012,398,1725,23.07246376811594
48495,2016,420,1876,22.388059701492537
48495,2020,358,2126,16.839134524929445
48495,2024,439,3866,11.355406104500776
48497,2000,4830,16368,29.508797653958947
48497,2004,4783,20031,23.877989116868854
48497,2008,4471,20639,21.662871263142595
48497,2012,3221,20745,15.526632923596049
48497,2016,3412,24776,13.771391669357444
48497,2020,4973,32365,15.365363818940214
48497,2024,10075,76486,13.172345265800278
48499,2000,3893,13884,28.03946989340248
48499,2004,4034,16929,23.828932600862426
48499,2008,4010,17784,22.548358074673864
48499,2012,3056,17581,17.3824014561174
48499,2016,2630,18727,14.043893843114219
48499,2020,3509,22779,15.404539268624609
48499,2024,6414,48772,13.15098827195932
48501,2000,531,2465,21.54158215010142
48501,2004,376,2613,14.389590508993495
48501,2008,450,2458,18.307567127746136
48501,2012,409,2128,19.219924812030076
48501,2016,426,2303,18.497611810681718
48501,2020,420,2631,15.96351197263398
48501,2024,576,4786,12.035102381947347
48503,2000,1843,6954,26.50273224043716
48503,2004,1511,7409,20.394115265217977
48503,2008,1303,7305,17.83709787816564
48503,2012,992,7316,13.559322033898304
48503,2016,876,7707,11.366290385363955
48503,2020,1034,8239,12.550066755674234
48503,2024,1767,16628,10.626653836901612
48505,2000,1638,2616,62.61467889908256
48505,2004,1662,2898,57.34989648033127
48505,2008,1939,2866,67.65526866713189
48505,2012,2527,3543,71.32373694609089
48505,2016,2063,3142,65.65881604073839
48505,2020,1826,3874,47.13474445018069
48505,2024,3225,9742,33.10408540340792
48507,2000,2616,3391,77.14538484222943
48507,2004,2332,3118,74.79153303399615
48507,2008,3263,3876,84.18472652218783
48507,2012,3042,3653,83.27402135231317
48507,2016,2636,3396,77.62073027090695
48507,2020,2864,4379,65.40306005937428
48507,2024,3333,6984,47.723367697594504
49001,2000,541,2252,24.02309058614565
49001,2004,493,2544,19.378930817610062
49001,2008,542,2509,21.602231964926265
49001,2012,346,2560,13.515625
49001,2016,264,2491,10.598153352067442
49001,2020,357,12400,2.879032258064516
49001,2024,394,3212,12.266500622665006
49003,2000,2555,15483,16.501969902473682
49003,2004,2244,18368,12.216898954703833
49003,2008,3311,19058,17.373281561548957
49003,2012,1984,19408,10.222588623248145
49003,2016,2282,19735,11.563212566506207
49003,2020,4473,108092,4.138141583095881
49003,2024,5274,28920,18.236514522821576
49005,2000,5170,33142,15.599541367449158
49005,2004,6375,39731,16.045405350985376
49005,2008,10294,41332,24.905642117487663
49005,2012,6244,42293,14.763672475350532
49005,2016,8563,46157,18.551898953571506
49005,2020,16650,233432,7.132698173343844
49005,2024,18718,60258,31.06309535663315
49007,2000,3298,7384,44.66413867822319
49007,2004,3415,8508,40.138692994828396
49007,2008,3468,7777,44.593030731644596
49007,2012,2275,7567,30.064754856614247
49007,2016,1717,7952,21.5920523138833
49007,2020,2392,37476,6.3827516277084
49007,2024,2525,9445,26.733721545791422
49009,2000,104,435,23.908045977011493
49009,2004,108,499,21.64328657314629
49009,2008,131,439,29.84054669703872
49009,2012,94,520,18.076923076923077
49009,2016,77,474,16.244725738396625
49009,2020,111,2476,4.483037156704362
49009,2024,101,550,18.363636363636363
49011,2000,18845,87855,21.450116669512266
49011,2004,20893,109268,19.120877109492255
49011,2008,30477,110902,27.481019278281728
49011,2012,21889,121069,18.079772691605616
49011,2016,28776,138411,20.790255109781736
49011,2020,57411,679256,8.452041645565147
49011,2024,59895,166570,35.957855556222604
49013,2000,779,4546,17.13594368675759
49013,2004,738,5556,13.282937365010799
49013,2008,911,5744,15.860027855153202
49013,2012,581,6379,9.108010659978053
49013,2016,500,6942,7.202535292422933
49013,2020,843,34244,2.461745123233267
49013,2024,1009,8968,11.251115075825156
49015,2000,958,4398,21.78262846748522
49015,2004,831,4678,17.764001710132536
49015,2008,973,4448,21.875
49015,2012,569,4449,12.789390874353787
49015,2016,380,4289,8.859874096525996
49015,2020,572,19592,2.9195590036749692
49015,2024,603,5011,12.033526242267012
49017,2000,178,1968,9.044715447154472
49017,2004,264,2162,12.210915818686402
49017,2008,405,2159,18.75868457619268
49017,2012,308,2182,14.115490375802016
49017,2016,358,2344,15.273037542662117
49017,2020,514,10928,4.703513909224012
49017,2024,541,2811,19.245819992885092
49019,2000,1158,3614,32.04205866076369
49019,2004,1858,4165,44.60984393757503
49019,2008,2067,4077,50.6990434142752
49019,2012,1727,3950,43.721518987341774
49019,2016,1960,4533,43.23847341716303
49019,2020,2806,20740,13.529411764705882
49019,2024,2828,5300,53.35849056603773
49021,2000,1789,12594,14.205177068445291
49021,2004,2267,15446,14.676939013336787
49021,2008,3258,16450,19.805471124620063
49021,2012,2148,16701,12.861505299083886
49021,2016,2450,17654,13.877874702616971
49021,2020,4892,100416,4.871733588272785
49021,2024,5683,27878,20.385250017935288
49023,2000,619,2785,22.2262118491921
49023,2004,605,3417,17.705589698565994
49023,2008,741,3616,20.49225663716814
49023,2012,451,3972,11.35448136958711
49023,2016,442,4177,10.58175724203974
49023,2020,645,23460,2.749360613810742
49023,2024,734,6518,11.26112304387849
49025,2000,387,2802,13.81156316916488
