GEOID,year,candidatevotes,totalvotes,voteshare
16059,2024,1038,4874,21.296676241280263
16061,2000,335,1688,19.845971563981042
16061,2004,440,1820,24.175824175824175
16061,2008,479,1804,26.55210643015521
16061,2012,396,1614,24.53531598513011
16061,2016,270,1590,16.9811320754717
16061,2020,349,1870,18.663101604278076
16061,2024,305,1846,16.522210184182015
16063,2000,437,1574,27.763659466327827
16063,2004,466,1875,24.85333333333333
16063,2008,545,1870,29.144385026737968
16063,2012,469,1662,28.219013237063777
16063,2016,360,1748,20.59496567505721
16063,2020,414,1940,21.34020618556701
16063,2024,392,1917,20.448617631716225
16065,2000,816,8970,9.096989966555185
16065,2004,826,11637,7.0980493254275165
16065,2008,1627,13057,12.460749023512292
16065,2012,832,14412,5.772966971967804
16065,2016,1201,15688,7.655532891381949
16065,2020,2666,17112,15.579710144927535
16065,2024,2767,17363,15.936186142947648
16067,2000,1344,6518,20.619822031297943
16067,2004,1331,7200,18.48611111111111
16067,2008,1630,6890,23.657474600870827
16067,2012,1390,6973,19.934031263444716
16067,2016,1167,6871,16.9844273031582
16067,2020,1550,7993,19.39196797197548
16067,2024,1373,7948,17.274786109713137
16069,2000,4995,16021,31.177829099307157
16069,2004,6476,17700,36.58757062146893
16069,2008,7123,17823,39.96521348818941
16069,2012,6451,16848,38.28941120607787
16069,2016,4828,17201,28.06813557351317
16069,2020,6686,20967,31.888205274955883
16069,2024,5928,20135,29.441271417928977
16071,2000,307,1798,17.07452725250278
16071,2004,304,2133,14.252226910454757
16071,2008,381,2162,17.622571692876964
16071,2012,217,2089,10.38774533269507
16071,2016,184,2068,8.897485493230175
16071,2020,249,2451,10.159118727050185
16071,2024,253,2457,10.297110297110297
16073,2000,623,3188,19.542032622333753
16073,2004,685,3590,19.080779944289695
16073,2008,944,4058,23.262690980778707
16073,2012,833,3724,22.36842105263158
16073,2016,591,3925,15.05732484076433
16073,2020,816,4742,17.207929143821172
16073,2024,756,4950,15.272727272727273
16075,2000,1643,6858,23.95742198891805
16075,2004,1848,8180,22.591687041564793
16075,2008,2415,8613,28.039010797631487
16075,2012,2271,8495,26.73337257210124
16075,2016,1507,8704,17.313878676470587
16075,2020,2161,11293,19.13574780837687
16075,2024,2064,11761,17.549528101351928
16077,2000,755,2709,27.870062753783685
16077,2004,829,2958,28.025693035835026
16077,2008,1027,2842,36.13652357494722
16077,2012,982,2903,33.827075439200826
16077,2016,699,2758,25.34445250181291
16077,2020,865,3074,28.13923227065712
16077,2024,785,3021,25.984773253889443
16079,2000,2225,5385,41.318477251624884
16079,2004,2331,5337,43.676222596964585
16079,2008,2521,5666,44.49346981997882
16079,2012,2277,5148,44.230769230769226
16079,2016,1384,5120,27.03125
16079,2020,1693,6049,27.988097206149774
16079,2024,1472,6132,24.00521852576647
16081,2000,720,2671,26.956196181205538
16081,2004,1416,3690,38.3739837398374
16081,2008,2302,4658,49.42035208243882
16081,2012,1926,4523,42.58235684280345
16081,2016,2159,4976,43.388263665594856
16081,2020,3318,6347,52.276666141484164
16081,2024,3463,6698,51.70200059719319
16083,2000,5777,22530,25.64136706613404
16083,2004,6458,26435,24.429733308114244
16083,2008,8621,28344,30.41560824160316
16083,2012,7541,28142,26.796247601449792
16083,2016,6233,29874,20.864296712860682
16083,2020,9391,36501,25.728062244870003
16083,2024,9064,37383,24.246315169997057
16085,2000,1129,3978,28.38109602815485
16085,2004,1843,4772,38.62112321877619
16085,2008,2405,5296,45.411631419939575
16085,2012,2095,4919,42.589957308396016
16085,2016,1913,5349,35.763694148438965
16085,2020,2976,7063,42.13507008353391
16085,2024,2869,7240,39.62707182320442
16087,2000,980,4070,24.078624078624077
16087,2004,1033,4359,23.698095893553567
16087,2008,1241,4506,27.5410563692854
16087,2012,1104,4330,25.496535796766747
16087,2016,776,4455,17.418630751964084
16087,2020,1073,5344,20.07859281437126
16087,2024,1010,5555,18.181818181818183
17001,2000,12197,30109,40.50948221462021
17001,2004,10511,31477,33.39263589287416
17001,2008,11794,30823,38.26363429906239
17001,2012,9648,30607,31.522200803737704
17001,2016,7676,31951,24.02428718975932
17001,2020,8633,33527,25.749396009186626
17001,2024,8111,31766,25.533589372284833
17003,2000,2357,4022,58.60268523122825
17003,2004,2016,3873,52.05267234701781
17003,2008,2189,3937,55.600711201422406
17003,2012,1965,3501,56.12682090831191
17003,2016,1262,2846,44.34293745607871
17003,2020,1114,2618,42.55156608097785
17003,2024,904,2271,39.806252752091595
17005,2000,3060,7032,43.515358361774744
17005,2004,3228,7369,43.80512959696024
17005,2008,3843,7924,48.49823321554771
17005,2012,3020,7336,41.16684841875682
17005,2016,2068,7530,27.46347941567065
17005,2020,2288,8145,28.09085328422345
17005,2024,2117,7991,26.49230384182205
17007,2000,6481,15523,41.75095020292469
17007,2004,8286,19541,42.403152346348705
17007,2008,11333,22157,51.14862120323148
17007,2012,9883,21365,46.257898432014976
17007,2016,8986,23001,39.067866614495024
17007,2020,10542,24979,42.20345089875495
17007,2024,10159,24256,41.88242084432718
17009,2000,1077,2660,40.48872180451128
17009,2004,895,2585,34.622823984526114
17009,2008,986,2569,38.38069287660568
17009,2012,787,2364,33.29103214890017
17009,2016,476,2379,20.008406893652793
17009,2020,486,2521,19.2780642602142
17009,2024,467,2455,19.022403258655803
17011,2000,7754,16823,46.09166022707008
17011,2004,7961,17902,44.46989163221986
17011,2008,8889,17113,51.942967334774735
17011,2012,8134,16631,48.90866454212014
17011,2016,6029,16571,36.382837487176396
17011,2020,6669,17434,38.252839279568654
17011,2024,5900,15999,36.877304831551974
17013,2000,1310,2602,50.34588777863183
17013,2004,1367,2706,50.517368810051735
17013,2008,1423,2699,52.72323082623194
17013,2012,1080,2576,41.92546583850932
17013,2016,739,2571,28.743679502139248
17013,2020,677,2772,24.422799422799425
17013,2024,560,2680,20.8955223880597
17015,2000,3113,7177,43.374669081789044
17015,2004,3537,8135,43.47879532882606
17015,2008,3965,7674,51.66796976804795
17015,2012,3665,7386,49.62090441375576
17015,2016,2447,7445,32.86769644056414
17015,2020,2748,8024,34.24725822532403
17015,2024,2600,7840,33.16326530612245
17017,2000,2789,5899,47.27919986438379
17017,2004,2492,5700,43.719298245614034
17017,2008,2690,5408,49.74112426035503
17017,2012,2053,4862,42.225421637186344
17017,2016,1621,5124,31.635441061670573
17017,2020,1615,5317,30.374271205567048
17017,2024,1438,5241,27.437511925205115
17019,2000,35515,74285,47.80911354916874
17019,2004,41524,82434,50.37241914743916
17019,2008,48597,84143,57.7552499910866
17019,2012,40831,78359,52.10760729463112
17019,2016,50137,91628,54.71799013402017
17019,2020,57067,95142,59.980870698534815
17019,2024,54314,89581,60.631160625579085
17021,2000,6799,14771,46.02938189696026
17021,2004,6112,15267,40.0340603916945
17021,2008,6918,15100,45.814569536423846
17021,2012,5494,14701,37.371607373648054
17021,2016,3992,15459,25.82314509347306
17021,2020,4335,16204,26.75265366576154
17021,2024,4026,15545,25.89900289482149
17023,2000,2932,7512,39.03088391906283
17023,2004,2877,8007,35.93106032221806
17023,2008,3742,8288,45.1496138996139
17023,2012,2591,7860,32.964376590330794
17023,2016,1877,7928,23.675580221997983
17023,2020,1993,8356,23.85112494016276
17023,2024,1927,8206,23.482817450645868
17025,2000,2212,6135,36.055419722901384
17025,2004,2101,6554,32.056759231003966
17025,2008,2425,6454,37.573597768825536
17025,2012,1584,5908,26.811103588354772
17025,2016,1020,6350,16.062992125984252
17025,2020,1129,6886,16.3955852454255
17025,2024,1054,6769,15.570985374501403
17027,2000,6436,15427,41.719063978738575
17027,2004,6797,17131,39.67660965501138
17027,2008,7657,17314,44.22432713411112
17027,2012,5596,16450,34.01823708206687
17027,2016,3945,17419,22.64768356392445
17027,2020,4493,19170,23.437663015127804
17027,2024,4447,19230,23.12532501300052
17029,2000,8904,20093,44.3139401781715
17029,2004,9566,22780,41.99297629499561
17029,2008,11716,23076,50.77136418790084
17029,2012,9262,21358,43.36548365951868
17029,2016,7309,21863,33.43091067099666
17029,2020,8067,22606,35.685216314252855
17029,2024,7495,21507,34.84911889152369
17031,2000,1280547,1865907,68.62866155708724
17031,2004,1439724,2049434,70.24983483244642
17031,2008,1629024,2137466,76.21286139756141
17031,2012,1488537,2011597,73.99777390799449
17031,2016,1611946,2158615,74.67501152359267
17031,2020,1725973,2321486,74.34776690447413
17031,2024,1447821,2079239,69.63225487786637
17033,2000,3333,8500,39.21176470588235
17033,2004,3194,9332,34.226318045435065
17033,2008,3883,9129,42.53477927483843
17033,2012,2858,8609,33.19781623881984
17033,2016,1992,8728,22.823098075160402
17033,2020,2202,9425,23.36339522546419
17033,2024,2048,8935,22.921096810296586
17035,2000,1870,4975,37.58793969849246
17035,2004,1862,5416,34.37961595273264
17035,2008,2055,5321,38.6205600451043
17035,2012,1641,5295,30.991501416430594
17035,2016,1031,5567,18.519849110831686
17035,2020,1142,5832,19.58161865569273
17035,2024,1059,5769,18.356734269370776
17037,2000,14798,33233,44.52802936839888
17037,2004,19263,40768,47.25029434850864
17037,2008,25784,44818,57.53045651300817
17037,2012,21207,41092,51.60858561277134
17037,2016,20466,43600,46.940366972477065
17037,2020,24643,47825,51.52744380554104
17037,2024,23648,47401,49.889242842978
17039,2000,2870,7051,40.70344631967097
17039,2004,2836,7798,36.36829956399077
17039,2008,3308,7801,42.40481989488527
17039,2012,2601,7345,35.41184479237577
17039,2016,1910,7543,25.321490123293124
17039,2020,2191,8024,27.305583250249256
17039,2024,2058,7758,26.527455529775718
17041,2000,3215,8152,39.43817468105986
17041,2004,2767,8540,32.40046838407494
17041,2008,3228,8356,38.630923887027286
17041,2012,2430,7897,30.771178928707105
17041,2016,1949,8169,23.85848941118864
17041,2020,2335,8738,26.72236209658961
17041,2024,2198,8410,26.135552913198573
17043,2000,152550,364362,41.86770299866616
17043,2004,180097,402446,44.750600080507695
17043,2008,228698,417973,54.71597447682027
17043,2012,199460,401079,49.73085102934833
17043,2016,228622,428769,53.320552558603815
17043,2020,281222,485104,57.97148652660048
17043,2024,251164,456882,54.9734942501565
17045,2000,3216,8232,39.067055393586
17045,2004,3093,8429,36.69474433503381
17045,2008,3743,8255,45.34221683827983
17045,2012,2565,7819,32.80470648420514
17045,2016,1793,7873,22.774037850882763
17045,2020,1887,8196,23.023426061493414
17045,2024,1816,7912,22.95247724974722
17047,2000,978,3260,30
17047,2004,930,3364,27.645659928656364
17047,2008,1140,3350,34.02985074626866
17047,2012,754,3228,23.35811648079306
17047,2016,434,3347,12.966835972512698
17047,2020,488,3366,14.497920380273321
17047,2024,457,3289,13.894800851322591
17049,2000,4225,14485,29.168104936140836
17049,2004,4388,16278,26.956628578449443
17049,2008,5262,16835,31.25631125631126
17049,2012,3861,16613,23.240835490278698
17049,2016,3083,17609,17.50809245272304
17049,2020,3716,19049,19.50758570003675
17049,2024,3617,19084,18.95304967512052
17051,2000,3886,9338,41.61490683229814
17051,2004,3571,9549,37.39658602995078
17051,2008,3967,9680,40.981404958677686
17051,2012,2853,8971,31.802474640508304
17051,2016,1819,9585,18.977569118414188
17051,2020,1826,10056,18.158313444709627
17051,2024,1632,9601,16.99822935110926
17053,2000,2090,6153,33.967170485941814
17053,2004,1912,6479,29.51072696403766
17053,2008,2227,6386,34.87316003758221
17053,2012,1656,6006,27.57242757242757
17053,2016,1414,6396,22.107567229518448
17053,2020,1754,6953,25.2265209262189
17053,2024,1643,6553,25.07248588432779
17055,2000,10201,19212,53.09702269414949
17055,2004,8816,19352,45.55601488218272
17055,2008,8880,18641,47.63692934928383
17055,2012,7254,17914,40.49346879535559
17055,2016,4727,18711,25.263214152103043
17055,2020,4760,18626,25.555674863094595
17055,2024,4257,17692,24.061722812570654
17057,2000,8940,16277,54.924126067457145
17057,2004,9080,17035,53.302025242148524
17057,2008,9732,16323,59.621393126263555
17057,2012,8328,15356,54.232873144047936
17057,2016,6133,15797,38.823827308982715
17057,2020,6503,16678,38.99148578966303
17057,2024,5980,16144,37.0416253716551
17059,2000,1878,3558,52.78246205733558
17059,2004,1573,3225,48.775193798449614
17059,2008,1587,2859,55.508919202518356
17059,2012,1029,2573,39.99222697240575
17059,2016,657,2707,24.270410048023642
17059,2020,622,2674,23.261032161555722
17059,2024,561,2530,22.17391304347826
17061,2000,2490,5767,43.176694988728975
17061,2004,2457,6068,40.49110085695452
17061,2008,2619,5807,45.100740485620804
17061,2012,2023,5622,35.983635716826754
17061,2016,1205,5585,21.575649059982094
17061,2020,1349,6227,21.66372249879557
17061,2024,1220,6056,20.145310435931307
17063,2000,7516,16584,45.320791123974914
17063,2004,8463,19831,42.67560889516414
17063,2008,11063,22171,49.89851607956339
17063,2012,9451,21244,44.48785539446432
17063,2016,8065,23237,34.70757843095063
17063,2020,9626,26691,36.06459106065715
17063,2024,9143,26589,34.38640039113919
17065,2000,1943,4587,42.358840200566824
17065,2004,1814,4514,40.18608772707133
17065,2008,1796,4264,42.12007504690432
17065,2012,1269,3941,32.19994925145902
17065,2016,802,4166,19.251080172827653
17065,2020,824,4315,19.09617612977984
17065,2024,739,4181,17.67519732121502
17067,2000,4256,9691,43.917036425549476
17067,2004,3975,9899,40.15557126982524
17067,2008,4141,9469,43.73217868835147
17067,2012,3650,9111,40.061464164197126
17067,2016,2139,9121,23.451375945619997
17067,2020,2315,9383,24.67227965469466
17067,2024,2183,9065,24.081632653061224
17069,2000,1184,2637,44.899507015547975
17069,2004,923,2437,37.874435781698814
17069,2008,892,2255,39.55654101995565
17069,2012,742,2330,31.84549356223176
17069,2016,420,2148,19.553072625698324
17069,2020,449,2162,20.767807585568917
17069,2024,357,1926,18.53582554517134
17071,2000,2030,3866,52.50905328504915
17071,2004,2269,4153,54.63520346737298
17071,2008,2215,3814,58.075511274252754
17071,2012,1978,3568,55.4372197309417
17071,2016,1155,3518,32.83115406480955
17071,2020,1187,3647,32.547299149986294
17071,2024,1026,3464,29.618937644341802
17073,2000,11921,23470,50.7925010651896
17073,2004,11877,25241,47.05439562616378
17073,2008,13181,24785,53.181359693362914
17073,2012,12332,24322,50.70306718197517
17073,2016,8871,24643,35.99805218520472
17073,2020,9797,25635,38.21728106104935
17073,2024,9226,25092,36.76869121632393
17075,2000,4397,13424,32.75476758045292
17075,2004,3832,13835,27.697867726779908
17075,2008,4643,13596,34.149749926448955
17075,2012,3413,12784,26.697434292866085
17075,2016,2504,13064,19.167176974892836
17075,2020,2908,14025,20.73440285204991
17075,2024,2747,13324,20.61693185229661
17077,2000,11773,23090,50.987440450411434
17077,2004,14300,25826,55.37055680322156
17077,2008,15248,25532,59.72113426288579
17077,2012,13319,24012,55.46809928369149
17077,2016,11634,24617,47.26002356095381
17077,2020,11181,22643,49.379499182970456
17077,2024,11394,22465,50.71889606053862
17079,2000,1815,5021,36.148177653853814
17079,2004,1781,5336,33.37706146926537
17079,2008,2063,5131,40.206587409861626
17079,2012,1436,5043,28.47511401943288
17079,2016,924,5136,17.990654205607477
17079,2020,1007,5576,18.05954088952654
17079,2024,912,5425,16.811059907834103
17081,2000,6685,15360,43.52213541666667
17081,2004,6713,16948,39.609393438753834
17081,2008,7462,17141,43.533049413686484
17081,2012,6089,16320,37.310049019607845
17081,2016,4425,16999,26.03094299664686
17081,2020,4608,17404,26.476672029418523
17081,2024,4240,16662,25.447125195054614
17083,2000,4355,9413,46.26580261340699
17083,2004,4597,10137,45.34872250172635
17083,2008,5042,10583,47.64244543135217
17083,2012,3667,9959,36.820965960437796
17083,2016,2679,10991,24.37448821763261
17083,2020,2961,11937,24.805227444081428
17083,2024,2816,11694,24.080725158200785
17085,2000,4585,10322,44.41968610734354
17085,2004,5311,11584,45.84772099447514
17085,2008,6403,11750,54.4936170212766
17085,2012,5667,11429,49.58439058535305
17085,2016,4462,11334,39.3682724545615
17085,2020,5109,12496,40.885083226632524
17085,2024,5051,12414,40.6879329788948
17087,2000,1928,5362,35.95673256247669
17087,2004,1813,5865,30.912190963341857
17087,2008,1871,5901,31.706490425351635
17087,2012,1572,5672,27.71509167842031
17087,2016,1142,6089,18.755132205616686
17087,2020,1281,6437,19.900574801926364
17087,2024,1241,6103,20.334261838440113
17089,2000,60127,141405,42.521127258583505
17089,2004,75922,171715,44.21395917654253
17089,2008,106756,193299,55.22842849678477
17089,2012,90332,181642,49.7307891346715
17089,2016,103665,199314,52.01089737800656
17089,2020,130166,231876,56.1360382273284
17089,2024,120077,223534,53.717555271233906
17091,2000,19180,40183,47.73162780280218
17091,2004,20003,45036,44.41557864819256
17091,2008,24750,48016,51.54531822725759
17091,2012,21595,45509,47.45215232151882
17091,2016,18971,47305,40.103583130747275
17091,2020,20271,49902,40.62161837200914
17091,2024,18399,47569,38.67855115726629
17093,2000,8444,22769,37.08551100180069
17093,2004,12374,32402,38.18900067897044
17093,2008,24742,46631,53.05912375887285
17093,2012,22471,47295,47.512422031927265
17093,2016,24884,53447,46.55827268134788
17093,2020,33168,63974,51.846062462875544
17093,2024,32977,66397,49.66640059038812
17095,2000,12572,23174,54.25045309398464
17095,2004,13403,24708,54.24558847336895
17095,2008,14191,23988,59.158746039686505
17095,2012,13451,23278,57.78417389810121
17095,2016,10083,22243,45.331115407094366
17095,2020,10703,23143,46.24724538737415
17095,2024,9838,22191,44.33328827001938
17097,2000,115058,242164,47.512429593168264
17097,2004,134352,275295,48.80292050345992
17097,2008,177242,299105,59.257451396666724
17097,2012,153757,287493,53.481997822555684
17097,2016,171095,303520,56.37025566684238
17097,2020,204032,334177,61.05506961879483
17097,2024,184642,310913,59.3870310987318
17099,2000,23355,46007,50.764014171756465
17099,2004,24263,50729,47.82865816396933
17099,2008,27443,50185,54.683670419448035
17099,2012,23073,47259,48.82244651812353
17099,2016,19543,49743,39.287940011659934
17099,2020,22442,53591,41.876434475938126
17099,2024,21029,52508,40.04913536984841
17101,2000,2822,6578,42.900577683186384
17101,2004,2518,6729,37.42012186060336
17101,2008,3016,6536,46.14443084455324
17101,2012,2011,5989,33.578226749039906
17101,2016,1290,6094,21.16836232359698
17101,2020,1419,6411,22.13383247543285
17101,2024,1283,6110,20.99836333878887
17103,2000,6111,14620,41.798905608755135
17103,2004,6416,15876,40.41320231796423
17103,2008,7765,16318,47.585488417698244
17103,2012,6937,15301,45.336906084569634
17103,2016,5528,15489,35.68984440570728
17103,2020,6407,16397,39.07422089406599
17103,2024,6105,16113,37.88866132936138
17105,2000,5829,15421,37.799105116399716
17105,2004,5632,16039,35.11440862896689
17105,2008,6189,15625,39.6096
17105,2012,5020,15039,33.379878981315244
17105,2016,4023,15269,26.34750147357391
17105,2020,4615,17174,26.87201583789449
17105,2024,4311,16549,26.049912381412778
17107,2000,4600,13065,35.20857252200536
17107,2004,4273,13467,31.72941263830103
17107,2008,5250,12896,40.710297766749385
17107,2012,3978,12053,33.004231311706626
17107,2016,3313,12401,26.71558745262479
17107,2020,3840,13294,28.88521137355198
17107,2024,3543,12564,28.199617956064948
17109,2000,6080,13012,46.7260989855518
17109,2004,7119,14929,47.68571237189363
17109,2008,6783,13042,52.00889434135869
17109,2012,5967,12454,47.91231732776618
17109,2016,5288,13092,40.39107852123434
17109,2020,4992,12285,40.63492063492063
17109,2024,4736,11972,39.55897093217507
17111,2000,40698,106185,38.327447379573385
17111,2004,50330,127948,39.33629286897802
17111,2008,72288,139268,51.905678260619815
17111,2012,59797,133844,44.676638474642125
17111,2016,60803,141750,42.894532627865964
17111,2020,78154,163879,47.690064010642
17111,2024,75370,162283,46.4435584750097
17113,2000,24936,60898,40.94715754211961
17113,2004,29877,71620,41.71600111700642
17113,2008,37689,75750,49.75445544554455
17113,2012,31883,73382,43.447984519364425
17113,2016,36196,79835,45.33851067827394
17113,2020,43933,87002,50.49654030941817
17113,2024,44495,86522,51.42622685559742
17115,2000,24262,49499,49.01513161882058
17115,2004,23341,51746,45.1068681637228
17115,2008,25487,51216,49.763745704467354
17115,2012,22780,48899,46.58581975091515
17115,2016,18343,48060,38.166874739908444
17115,2020,19847,49390,40.18424782344604
17115,2024,18009,45341,39.71901810723186
17117,2000,11015,21389,51.49843377437
17117,2004,11193,22785,49.12442396313364
17117,2008,12090,22373,54.03834979662987
17117,2012,9464,21010,45.04521656354117
17117,2016,6689,22360,29.915026833631487
17117,2020,7365,24022,30.65939555407543
17117,2024,6892,23425,29.421558164354323
17119,2000,59077,111104,53.172703052995395
17119,2004,63399,123678,51.261339931111436
17119,2008,68979,128334,53.749590911216046
17119,2012,58922,122473,48.110195716606924
17119,2016,50587,130179,38.85957028399358
17119,2020,57836,137139,42.1732694565368
17119,2024,56341,133072,42.33873391848022
17121,2000,8068,16663,48.41865210346276
17121,2004,7694,17224,44.670227589410125
17121,2008,8345,17364,48.05920294862935
17121,2012,6225,15764,39.48870844963207
17121,2016,4369,17074,25.588614267307015
17121,2020,4524,17458,25.91362126245847
17121,2024,4116,16762,24.555542298055126
17123,2000,2570,5907,43.50770272557982
17123,2004,2806,6584,42.61846901579587
17123,2008,3081,6333,48.64992894362861
17123,2012,2455,5850,41.965811965811966
17123,2016,1789,5984,29.89639037433155
17123,2020,2005,6334,31.654562677612887
17123,2024,1913,6127,31.22245797290681
17125,2000,3192,6772,47.13526284701713
17125,2004,3215,7183,44.75845746902408
17125,2008,3542,6808,52.02702702702703
17125,2012,2867,6272,45.71109693877551
17125,2016,2014,6486,31.05149552883133
17125,2020,1985,6766,29.337865799586165
17125,2024,1773,6374,27.81612802008158
17127,2000,2912,6744,43.1791221826809
17127,2004,2805,7424,37.78286637931034
17127,2008,2693,7186,37.47564709156694
17127,2012,2092,6495,32.20939183987683
17127,2016,1558,6683,23.31288343558282
17127,2020,1725,6813,25.31924262439454
17127,2024,1683,6676,25.20970641102457
17129,2000,2164,6202,34.89197033215092
17129,2004,2137,6574,32.506845147550955
17129,2008,2706,6464,41.86262376237624
17129,2012,2100,6151,34.14079011542839
17129,2016,1817,6515,27.889485801995395
17129,2020,2022,6928,29.18591224018476
17129,2024,1834,6431,28.51811537863474
17131,2000,4400,8318,52.89733108920414
17131,2004,4512,8974,50.27858257187431
17131,2008,4887,8848,55.23282097649186
17131,2012,4507,8534,52.812280290602295
17131,2016,3071,8525,36.023460410557185
17131,2020,3280,8893,36.88294163949173
17131,2024,2950,8346,35.346273664030676
17133,2000,5797,13796,42.019425920556685
17133,2004,6788,16370,41.46609651802077
17133,2008,7953,18083,43.98053420339546
17133,2012,6215,17432,35.652822395594306
17133,2016,5535,19354,28.59873927870208
17133,2020,6569,21148,31.062038963495365
17133,2024,6473,20902,30.968328389627786
17135,2000,6542,13093,49.96563048957458
17135,2004,5979,12930,46.24129930394432
17135,2008,6491,12871,50.43120192681221
17135,2012,5058,12133,41.68795846039726
17135,2016,3504,12978,26.999537679149327
17135,2020,3905,13727,28.447585051358637
17135,2024,3573,13203,27.062031356509884
17137,2000,5899,14334,41.15389981861309
17137,2004,5650,15180,37.22002635046113
17137,2008,7467,15353,48.635445841203676
17137,2012,5806,14096,41.18898978433598
17137,2016,4696,14800,31.729729729729726
17137,2020,5076,15309,33.15696649029982
17137,2024,4848,14677,33.03127342099884
17139,2000,2529,5725,44.174672489082965
17139,2004,2388,6466,36.93164243736467
17139,2008,2668,6260,42.61980830670927
17139,2012,2144,6057,35.39706125144461
17139,2016,1481,6283,23.571542256883653
17139,2020,1662,6744,24.644128113879006
17139,2024,1615,6528,24.739583333333336
17141,2000,7673,20601,37.24576476870055
17141,2004,9018,24091,37.433066290315885
17141,2008,11253,24850,45.28370221327968
17141,2012,9514,23367,40.715539008002736
17141,2016,8050,24193,33.27408754598438
17141,2020,9428,26272,35.88611449451888
17141,2024,8883,25799,34.431567115004455
17143,2000,38604,76812,50.25777222309015
17143,2004,41121,82771,49.680443633639804
17143,2008,45906,81704,56.18574366004112
17143,2012,40209,78411,51.279794926732215
17143,2016,38060,78503,48.482223609288816
17143,2020,43578,83973,51.895252045300275
17143,2024,40564,79138,51.257297379261544
17145,2000,4862,9942,48.90364111848722
17145,2004,4770,10425,45.75539568345324
17145,2008,4701,9995,47.03351675837919
17145,2012,3819,9549,39.99371661954132
17145,2016,2462,9853,24.98731350857607
17145,2020,2612,10053,25.982293842634043
17145,2024,2146,9248,23.205017301038062
17147,2000,3488,8385,41.59809183064997
17147,2004,3124,8586,36.384812485441415
17147,2008,3859,8999,42.88254250472275
17147,2012,3090,8707,35.488687263121626
17147,2016,2645,9008,29.36278863232682
17147,2020,3329,9822,33.89330075341071
17147,2024,3204,9508,33.69793857803954
17149,2000,3198,8112,39.42307692307692
17149,2004,2849,7980,35.70175438596491
17149,2008,3024,7616,39.705882352941174
17149,2012,2278,7286,31.265440570958003
17149,2016,1413,7530,18.764940239043824
17149,2020,1484,7949,18.669014970436532
17149,2024,1302,7509,17.339192968437874
17151,2000,927,2330,39.78540772532189
17151,2004,918,2436,37.68472906403941
17151,2008,845,2231,37.875392200806814
17151,2012,650,2222,29.252925292529252
17151,2016,375,2142,17.507002801120446
17151,2020,433,2175,19.908045977011493
17151,2024,416,2133,19.503047351148616
17153,2000,1518,3016,50.3315649867374
17153,2004,1372,3108,44.14414414414414
17153,2008,1638,3270,50.091743119266056
17153,2012,1389,3003,46.25374625374625
17153,2016,962,2735,35.17367458866545
17153,2020,891,2624,33.95579268292683
17153,2024,769,2381,32.29735405291894
17155,2000,1657,3179,52.123309216734825
17155,2004,1704,3352,50.83532219570406
17155,2008,1900,3337,56.93736889421637
17155,2012,1559,3135,49.728867623604465
17155,2016,1147,3111,36.869173899067825
17155,2020,1338,3390,39.469026548672566
17155,2024,1254,3334,37.6124775044991
17157,2000,6794,14287,47.55372016518513
17157,2004,6771,14956,45.27280021396095
17157,2008,7395,15202,48.644915142744374
17157,2012,5759,14392,40.015286270150085
17157,2016,3439,14194,24.228547273495842
17157,2020,3592,14891,24.121952857430664
17157,2024,3461,14333,24.147073187748553
17159,2000,2491,7428,33.535271943995696
17159,2004,2529,7749,32.63646922183507
17159,2008,3181,7650,41.58169934640522
17159,2012,2362,7282,32.43614391650645
17159,2016,1584,7684,20.614263404476834
17159,2020,1830,8063,22.696266898176855
17159,2024,1747,7755,22.527401676337846
17161,2000,37957,65095,58.31016207081957
17161,2004,39880,69972,56.99422626193334
17161,2008,42210,68401,61.709624128302224
17161,2012,39157,65016,60.226713424387846
17161,2016,32298,63994,50.470356595930866
17161,2020,36691,66758,54.96120315168219
17161,2024,34126,63458,53.7773015222667
17163,2000,55961,100393,55.74193419859951
17163,2004,62410,113189,55.137866753836505
17163,2008,76160,125744,60.567502226746406
17163,2012,67285,119466,56.3214638474545
17163,2016,60756,120580,50.38646541715044
17163,2020,68325,128091,53.34098414408507
17163,2024,63433,119962,52.877577899668225
17165,2000,5427,11650,46.58369098712446
17165,2004,4697,11814,39.757914338919925
17165,2008,5083,11428,44.478473923696185
17165,2012,3701,10720,34.524253731343286
17165,2016,2572,11384,22.59311314125088
17165,2020,2789,11066,25.203325501536238
17165,2024,2634,10605,24.83734087694484
17167,2000,38414,91485,41.9893971689348
17167,2004,38630,95375,40.50327653997379
17167,2008,51300,99828,51.38838802740714
17167,2012,42107,94297,44.65359449399239
17167,2016,40907,98373,41.58356459597654
17167,2020,48917,104752,46.69791507560715
17167,2024,46074,99171,46.45914632301782
17169,2000,1587,3772,42.073170731707314
17169,2004,1594,4031,39.54353758372612
17169,2008,1900,3823,49.69918911849333
17169,2012,1727,3890,44.39588688946016
17169,2016,1075,3828,28.082549634273775
17169,2020,1068,3906,27.342549923195087
17169,2024,961,3759,25.56530992285182
17171,2000,954,2469,38.639125151883356
17171,2004,927,2636,35.16691957511381
17171,2008,1090,2600,41.92307692307693
17171,2012,910,2555,35.61643835616438
17171,2016,535,2608,20.513803680981596
17171,2020,572,2737,20.898794300328827
17171,2024,488,2587,18.86354851178972
17173,2000,4018,10163,39.53557020564794
17173,2004,3744,10577,35.39756074501276
